pid	difficulty	solvePath	pdata	status	zone
1405	4	11:6, 10:5, 11:4, 1:2, 0:1, 2:1, 5:11, 6:11, 7:10, 8:10, 8:11, 9:11, 11:11, 10:10, 8:9, 9:9, 10:9, 11:7, 10:8, 11:8, 11:10, 5:7, 2:6, 4:6, 3:5, 2:0, 3:0, 3:1, 4:0, 0:0, 2:2, 0:2, 4:1, 4:2, 5:1, 5:2, 6:0, 1:3, 3:3, 6:2, 5:3, 4:4, 4:3, 3:8, 4:7, 2:7, 4:10, 6:9, 7:9, 6:8, 4:8, 7:8, 8:8, 11:0, 10:6, 0:11, 11:1, 10:2, 1:4, 2:4, 0:4, 0:5, 0:6, 0:7, 1:6, 1:7, 2:5, 3:4, 0:8, 1:8, 0:9, 1:9, 2:8, 3:9, 2:9, 3:10, 2:11, 3:11, 4:11, 1:11, 1:10, 0:10, 9:7, 10:7, 5:4, 6:7, 7:7, 8:7, 7:6, 6:6, 5:6, 6:5, 5:5, 7:4, 8:4, 9:4, 6:3, 9:0, 8:0, 9:1, 10:0, 10:1, 11:2, 11:3, 8:1, 7:1, 10:3, 10:4, 8:2, 8:3, 7:2, 9:2, 9:5, 7:3, 7:5, 6:1, 8:5, 8:6, 9:6		dungeon	lostgridsLogic
1413	3	4:2, 3:1, 2:3, 0:3, 6:1, 5:0, 6:0, 7:0, 7:2, 5:3, 8:1, 8:2, 8:3, 8:4, 7:3, 6:3, 5:2, 5:1, 4:0, 3:0, 1:1, 7:6, 7:4, 7:5, 8:6, 8:7, 6:8, 6:4, 5:4, 6:5, 4:7, 1:7, 1:5, 4:5, 3:3, 2:2, 2:1, 1:2, 1:0, 0:1, 0:0, 5:6, 5:7, 4:8, 3:8, 4:6, 3:6, 3:7, 2:6, 2:8, 1:8, 0:7, 0:6, 3:5, 3:4, 4:3, 2:5, 2:4, 1:4, 1:3, 0:5, 1:6, 8:0, 7:1, 6:6, 5:5, 6:7, 7:8, 8:8		dungeon	lostgridsLogic
1425	3	2:4, 3:3, 6:7, 8:3, 8:5, 7:1, 5:2, 7:0, 6:0, 5:0, 4:0, 7:3, 6:3, 8:1, 9:0, 9:1, 4:7, 4:5, 4:6, 5:7, 6:6, 2:7, 2:6, 1:6, 0:6, 3:5, 1:4, 3:2, 3:1, 4:1, 4:2, 5:3, 3:0, 2:0, 0:5, 0:4, 1:3, 0:3, 0:2, 1:2, 2:1, 1:1, 1:0, 0:0, 0:1, 6:4, 7:5, 8:6, 9:7, 5:4, 6:5, 7:6, 8:7, 1:8, 8:8, 9:8, 9:9, 8:9, 7:9, 6:9, 5:9, 4:9, 3:9, 2:9, 1:9, 0:9, 0:8, 0:7		dungeon	lostgridsLogic
1427	4	2:0, 13:3, 9:3, 10:1, 5:3, 7:4, 15:2, 13:4, 14:4, 14:2, 15:4, 12:4, 12:2, 11:4, 11:2, 10:3, 10:2, 10:4, 8:3, 8:2, 7:3, 13:2, 11:0, 10:0, 9:0, 8:0, 8:1, 12:0, 13:1, 13:0, 14:0, 14:1, 1:3, 1:1, 0:1, 1:2, 2:1, 3:1, 4:1, 5:0, 6:0, 5:1, 6:1, 7:2, 6:2, 5:2, 3:2, 2:2, 5:4, 4:4, 2:3, 2:4, 0:3, 0:2, 3:4, 4:2		dungeon	lostgridsLogic
1440	6	2:1, 6:4, 7:5, 6:5, 5:5, 7:2, 6:2, 7:1, 3:0, 0:2, 1:2, 0:3, 0:0, 0:1, 1:1, 1:0, 4:1, 3:1, 4:0, 5:0, 5:1, 6:0, 7:0, 0:5, 0:4, 1:5, 4:2, 5:3, 5:4, 4:4, 4:3, 3:3, 2:2, 5:2, 6:1, 6:3, 7:3, 4:5, 3:5, 3:4, 2:5, 2:4, 1:4, 1:3, 2:3		dungeon	lostgridsLogic
1445	6	0:6, 1:6, 0:5, 2:7, 2:6, 3:7, 4:6, 3:6, 4:7, 3:5, 4:5, 2:4, 3:4, 4:4, 1:4, 0:4, 1:3, 0:3, 2:2, 8:0, 7:0, 8:2, 7:1, 7:2, 0:0, 0:1, 2:0, 6:5, 5:5, 7:4, 6:4, 5:4, 5:7, 5:3, 6:7, 6:3, 7:5, 7:7, 7:3, 9:3, 9:4, 9:5, 8:5, 8:6, 8:7, 9:6, 9:7, 9:2, 8:1, 6:0, 5:0, 5:1, 5:2, 4:3, 4:2, 3:2, 3:1, 4:1, 4:0, 3:0, 1:0, 1:2, 0:2		dungeon	lostgridsLogic
1484	3	1:1, 1:0, 2:0, 3:0, 4:0, 5:0, 6:0, 7:0, 8:0, 8:4, 7:4, 6:5, 6:4, 6:6, 7:6, 8:6, 9:6, 9:7, 9:8, 8:8, 7:8, 6:8, 5:8, 4:8, 4:7, 4:6, 4:5, 3:5, 2:5, 2:6, 2:7, 2:8, 1:8, 0:8, 0:7, 0:6, 0:5, 1:6, 1:5, 1:4, 1:3, 7:7, 6:7, 5:7, 5:6, 5:5, 5:4, 7:2, 6:2, 6:1, 4:1, 4:2, 8:1, 9:1, 9:2, 9:3, 5:3, 4:3, 4:4, 3:4, 3:3, 3:2, 2:2		dungeon	lostgridsLogic
1759	5	2:1, 1:2, 1:0, 3:0, 0:0, 0:1, 0:3, 5:1, 5:3, 5:5, 6:0, 6:1, 6:2, 6:3, 6:4, 4:1, 4:2, 4:3, 4:4, 3:4, 3:5, 2:5, 1:4, 1:6, 1:8, 0:5, 2:7, 3:6, 0:7, 0:6, 0:9, 0:10, 1:10, 2:9, 3:10, 3:8, 4:8, 5:8, 4:7, 5:7, 4:6, 4:9, 6:10, 7:10, 8:9, 9:10, 9:9, 10:10, 5:9, 6:9, 2:3, 3:2, 0:4, 4:5, 6:6, 7:4, 8:5, 9:0, 10:1, 9:2, 8:1, 7:0, 7:1, 7:2, 8:3, 8:4, 9:3, 10:3, 10:4, 10:5, 10:6, 9:6, 9:8, 7:6, 7:7, 8:6, 8:7, 6:5, 7:8, 6:8, 10:7, 10:9		dungeon	lostgridsLogic
1902	4	3:1, 2:3, 5:0, 4:0, 4:1, 5:1, 5:2, 3:2, 2:2, 1:3, 0:2, 1:1, 0:1, 1:0, 2:1, 2:0, 3:0, 4:3, 0:0, 0:3, 0:4, 1:4, 3:4, 3:3, 4:4, 5:3, 2:4, 5:4		dungeon	lostgridsLogic
1943	3	0:3, 0:4, 1:3, 2:3, 1:4, 2:4, 0:5, 0:2, 2:5, 3:5, 4:5, 3:3, 3:4, 4:4, 0:1, 0:0, 2:2, 3:2, 4:1, 4:2, 3:1, 3:0, 4:3, 4:0, 1:0, 1:1, 1:2, 2:1, 2:0		dungeon	lostgridsLogic
2106	3	0:0, 1:1, 2:1, 3:0, 0:2, 2:3, 4:2, 0:1, 1:2, 2:2, 0:3, 0:4, 1:3, 3:4, 1:4, 4:1, 3:3, 2:4, 3:1, 3:2, 4:3, 4:0, 4:4	AAAABQUABAACAQICBQECAgIKAg4CEQJFQAECA4gAAZMnQgAA	dungeon	lostgridsLogic
2108	3	0:4, 1:3, 3:3, 4:4, 0:3, 1:4, 1:2, 2:3, 3:2, 4:3, 3:4, 1:1, 2:1, 1:0, 0:1, 2:0, 3:1, 2:2, 2:4, 0:2, 0:0, 4:2, 4:1, 3:0	AAAABQUAAwEBBAIGBgEHARABEgEUARgBRQE6yKiAAA==	dungeon	lostgridsLogic
2146	4	0:4, 0:3, 1:4, 2:4, 2:3, 1:0, 0:1, 2:1, 1:2, 3:2, 3:0, 3:4, 4:1, 4:3, 4:4	AAEAAAUFAAMABgACBAoMDgEEBggQEgIHAQcFBAcFCQYUARYCGAMBFtWiAAA=	dungeon	lostgridsLogic
2367	7	0:6, 1:6, 0:7, 0:8, 1:8, 0:5, 1:5, 2:5, 2:6, 2:7, 2:8, 0:3, 1:3, 1:4, 0:2, 1:2, 2:2, 2:3, 2:4, 1:0, 0:1, 1:1, 2:0, 2:1, 3:7, 3:8, 3:5, 4:5, 4:6, 4:7, 4:8, 5:6, 6:6, 7:6, 7:7, 6:8, 5:7, 5:8, 6:7, 5:5, 6:5, 7:5, 8:5, 8:6, 8:7, 8:8, 6:3, 5:4, 6:4, 7:4, 7:3, 4:4, 4:3, 4:2, 5:2, 6:2, 7:2, 8:3, 8:2, 8:4, 5:0, 5:1, 7:1, 7:0, 6:0, 4:0, 4:1, 8:0, 8:1, 3:1, 3:2, 3:3, 3:4	AAAACQkAAwAIAAMPICQ5QE8CCAAEDwYgBiQEOQNABk8JAwJAAwICAQMDmViAAgJBASiUf+USj/yiUSiAAA==	dungeon	lostgridsLogic
2458	8	15:0, 13:3, 15:5, 13:7, 14:15, 14:14, 13:15, 15:14, 15:13, 0:14, 1:15, 1:14, 1:13, 0:13, 0:12, 1:12, 2:13, 2:14, 1:11, 2:12, 2:11, 3:12, 3:13, 3:14, 0:11, 0:10, 0:9, 1:10, 2:10, 2:9, 3:10, 3:11, 1:9, 4:11, 4:10, 3:9, 1:8, 2:8, 3:8, 4:9, 0:8, 4:8, 4:6, 0:5, 4:5, 5:5, 4:4, 5:10, 5:8, 4:7, 5:9, 6:9, 6:10, 5:11, 6:11, 6:12, 7:12, 7:11, 8:11, 4:12, 5:12, 7:10, 5:7, 8:10, 9:10, 7:9, 8:9, 4:14, 5:13, 5:14, 4:13, 9:11, 7:13, 8:13, 8:14, 6:13, 6:14, 7:14, 7:15, 8:15, 9:15, 8:12, 9:12, 10:15, 9:14, 9:9, 10:9, 11:9, 10:10, 10:14, 10:13, 11:14, 9:13, 11:12, 10:8, 10:7, 10:6, 9:7, 11:7, 6:8, 6:7, 3:7, 5:6, 3:6, 2:6, 2:7, 1:7, 0:7, 1:6, 0:6, 1:3, 1:4, 1:5, 0:2, 0:3, 0:4, 1:2, 2:3, 2:2, 3:2, 1:0, 2:0, 3:0, 2:1, 1:1, 0:1, 0:0, 4:0, 5:0, 3:1, 4:1, 4:2, 3:3, 3:4, 5:4, 4:3, 5:2, 5:1, 6:0, 7:0, 8:0, 10:0, 11:0, 12:0, 13:0, 13:1, 11:1, 12:1, 12:2, 7:1, 6:1, 7:4, 8:4, 7:5, 8:5, 6:4, 6:5, 5:3, 6:6, 7:6, 7:7, 6:3, 11:13, 10:12, 12:13, 11:10, 10:11, 11:11, 12:11, 13:11, 12:14, 15:11, 11:15, 12:15, 13:14, 13:13, 14:13, 12:12, 13:12, 14:12, 14:11, 15:12, 14:10, 15:10, 13:10, 12:10, 14:9, 14:8, 13:9, 15:9, 15:8, 14:6, 15:6, 15:7, 14:7, 13:8, 12:8, 11:8, 12:9, 12:7, 9:8, 8:7, 8:3, 8:2, 8:6, 9:6, 9:5, 11:6, 12:6, 10:5, 14:5, 14:4, 14:3, 14:2, 14:1, 13:2, 11:2, 10:1, 12:3, 10:4, 10:3, 9:4, 9:3, 9:2, 9:1, 10:2, 7:2, 6:2, 7:3, 8:1, 11:5, 11:4, 11:3, 12:5, 12:4, 13:5, 13:4, 13:6, 5:15, 3:15, 4:15		dungeon	lostgridsLogic
2771	6	1:1, 2:1, 1:2, 2:2, 0:3, 2:3, 1:4, 2:4, 1:5, 2:5, 2:0, 1:6, 0:5, 0:4, 3:5, 2:6, 1:7, 2:7, 1:8, 2:8, 1:9, 3:4, 4:4, 5:4, 4:5, 5:5, 6:5, 0:1, 3:1, 3:0, 4:0, 0:0, 3:2, 4:1, 5:1, 4:2, 5:2, 6:1, 4:3, 5:0, 5:3, 6:2, 7:1, 8:1, 7:2, 8:2, 9:1, 6:4, 7:4, 8:4, 7:5, 8:5, 5:6, 4:6, 4:7, 5:7, 4:8, 5:8, 3:7, 3:8, 4:9, 2:9, 0:8, 0:9, 0:7, 5:9, 6:7, 6:6, 7:3, 7:6, 7:7, 8:7, 7:8, 8:8, 9:9, 7:9, 9:7, 6:9, 9:6, 8:6, 6:8, 9:5, 8:3, 9:4, 8:0, 9:0, 7:0, 9:2		dungeon	lostgridsLogic
2821	3	0:1, 0:2, 1:1, 2:1, 1:2, 1:3, 2:2, 2:0, 2:3, 3:2, 3:3, 4:2, 4:3, 5:2, 0:3, 6:2, 4:0, 5:0, 5:1, 6:1, 6:3, 5:3, 5:4, 6:4, 4:4, 2:4, 3:4, 1:4, 1:5, 0:4, 0:5, 0:6, 1:6, 4:5, 5:5, 4:6, 6:5, 5:6		dungeon	lostgridsLogic
2824	4	4:1, 4:0, 4:2, 2:1, 1:1, 2:2, 2:3, 1:2, 0:2, 1:3, 1:4, 0:3, 0:4, 2:0, 1:0, 0:1, 0:6, 2:4, 3:3, 4:3, 5:5, 4:4, 4:5, 5:4, 6:4, 5:3, 5:6, 6:5, 4:6, 2:6, 2:5, 5:2, 6:3, 6:2, 6:0		dungeon	lostgridsLogic
3107	2	1:2, 1:4, 2:1, 4:1, 6:2, 6:1, 4:5, 6:5, 5:3, 2:4, 2:2, 0:2, 0:4		dungeon	lostgridsLogic
3110	3	1:7, 7:1, 5:1, 4:1, 3:2, 3:3, 7:5, 7:6, 6:7, 5:7, 2:3, 1:3, 1:4, 4:3, 3:4, 5:2, 5:4, 5:5, 4:7, 3:7, 1:6, 2:7, 2:5, 3:6, 4:5, 6:5, 7:4, 7:3, 7:2, 6:1	AAAACAgBARsAAQIDBAUGCAkKEBESFBYYHiAiJCYoMDI0NTYDAQcHCx0pKzg/QAICA1ZgAQIAQgEBHRV1RV1R3wAA	dungeon	lostgridsLogic
3113	4	5:4, 0:0, 1:0, 2:0, 3:0, 4:0, 5:0, 6:0, 7:0, 8:0, 0:1, 8:1, 0:2, 8:2, 0:3, 8:3, 0:4, 8:4, 0:5, 8:5, 0:6, 8:6, 0:7, 8:7, 0:8, 1:8, 2:8, 3:8, 4:8, 5:8, 6:8, 7:8, 8:8, 2:1, 5:2, 2:6, 4:2, 1:1, 4:1, 5:1, 6:1, 7:1, 1:2, 7:2, 1:3, 7:3, 1:4, 7:4, 1:5, 7:5, 1:6, 7:6, 1:7, 2:7, 3:7, 4:7, 5:7, 6:7, 7:7, 3:1, 3:2, 3:3, 4:3, 5:3, 3:4, 3:5, 4:5, 5:5, 2:2, 2:3, 2:4, 2:5, 3:6, 4:6, 5:6, 6:6, 6:5, 6:4, 6:3, 6:2		dungeon	lostgridsLogic
3115	2	1:2, 2:1, 3:2, 2:3, 5:2, 6:1, 7:2, 6:3, 1:6, 2:5, 3:6, 2:7, 5:6, 6:5, 7:6, 6:7, 0:1, 0:2, 0:3, 1:3, 1:4, 2:4, 3:4, 4:3, 4:2, 4:1, 5:1, 5:0, 6:0, 7:0, 8:1, 8:2, 8:3, 8:5, 8:6, 8:7, 7:8, 6:8, 5:8, 3:8, 2:8, 1:8, 0:4, 1:5, 3:1, 4:0		dungeon	lostgridsLogic
3143	4	7:4, 9:5, 7:8, 8:6, 9:7, 7:6, 8:5, 8:7, 9:8, 8:9, 7:9, 9:9, 6:9, 6:5, 9:3, 9:2, 8:2, 8:3, 7:2, 8:1, 9:0, 8:0, 7:0, 7:1, 6:0, 6:1, 5:0, 6:3, 6:2, 6:4, 5:1, 8:4, 5:3, 4:3, 5:4, 5:2, 4:2, 4:1, 5:5, 4:5, 5:6, 6:7, 5:7, 5:8, 4:7, 4:6, 3:6, 3:4, 4:9, 4:8, 3:9, 3:8, 3:7, 3:5, 2:6, 2:8, 2:7, 1:8, 2:9, 1:9, 0:8, 0:7, 1:7, 0:6, 0:5, 1:6, 2:5, 1:5, 3:1, 3:0, 2:4, 1:3, 2:2, 3:2, 2:0, 1:0, 2:3, 3:3, 1:4, 0:4, 0:3, 1:2, 0:2, 0:1, 0:0		dungeon	lostgridsLogic
3144	4	1:9, 0:8, 1:7, 2:8, 2:7, 3:8, 2:9, 3:9, 4:9, 4:7, 5:8, 3:6, 3:5, 4:6, 0:6, 6:8, 6:9, 7:9, 5:6, 5:5, 2:6, 2:5, 1:6, 0:5, 0:4, 1:4, 0:3, 8:3, 7:4, 6:6, 1:2, 7:7, 9:6, 9:7, 9:8, 8:7, 7:6, 7:5, 8:6, 7:8, 8:8, 9:9, 9:5, 9:4, 9:3, 8:5, 6:5, 6:4, 6:3, 5:4, 4:4, 5:3, 5:2, 4:3, 7:2, 5:1, 4:1, 3:4, 1:3, 2:3, 4:2, 3:3, 2:2, 0:2, 1:1, 0:0, 1:0, 2:0, 3:0, 2:1, 3:1, 3:2, 5:0, 6:0, 6:1, 7:0, 8:0, 9:1, 8:2, 8:1, 9:0		dungeon	lostgridsLogic
3145	5	7:6, 8:7, 7:8, 6:7, 9:6, 8:9, 7:9, 6:9, 6:8, 5:9, 6:6, 5:7, 5:8, 4:9, 9:5, 9:4, 9:7, 8:4, 9:3, 9:8, 6:1, 5:2, 7:2, 7:3, 6:4, 5:3, 4:2, 4:3, 5:4, 5:5, 5:6, 4:7, 4:8, 3:9, 2:9, 0:9, 0:8, 0:7, 5:0, 8:2, 9:2, 9:1, 9:0, 8:0, 7:0, 7:1, 7:4, 4:5, 4:4, 4:1, 4:0, 3:0, 2:0, 2:1, 1:0, 4:6, 3:7, 3:8, 9:9, 2:6, 3:5, 3:6, 2:7, 1:7, 2:8, 1:6, 0:6, 3:4, 7:5, 0:1, 0:2, 0:3, 1:2, 2:3, 2:4, 1:4, 3:3, 1:3, 1:5, 0:5, 0:4, 1:1, 3:2, 0:0		dungeon	lostgridsLogic
3147	6	2:4, 3:5, 2:6, 3:8, 4:9, 2:9, 2:8, 1:9, 1:8, 0:9, 1:5, 3:7, 4:7, 3:6, 4:6, 5:8, 5:7, 5:6, 6:7, 4:5, 4:4, 3:3, 4:3, 0:7, 0:6, 0:5, 0:4, 1:4, 1:3, 5:5, 5:4, 6:5, 6:6, 7:7, 7:5, 7:6, 8:6, 7:4, 8:4, 2:3, 3:2, 6:3, 6:4, 1:7, 1:6, 0:3, 0:2, 1:2, 1:1, 2:2, 0:1, 4:2, 7:3, 6:2, 5:1, 4:0, 5:0, 6:0, 4:1, 6:1, 3:1, 2:1, 3:0, 2:0, 7:2, 8:3, 9:5, 9:6, 9:7, 9:8, 8:7, 7:8, 7:9, 8:9, 8:8, 5:9, 9:3, 8:2, 7:1, 8:1, 9:2, 9:1, 9:0, 8:0, 7:0		dungeon	lostgridsLogic
3148	4	8:5, 7:6, 6:7, 5:6, 4:7, 5:8, 7:4, 9:4, 8:4, 9:3, 9:2, 8:3, 7:2, 7:3, 6:4, 9:6, 9:7, 8:7, 9:8, 7:8, 8:8, 9:9, 6:8, 7:9, 8:9, 8:6, 6:9, 5:9, 4:8, 5:5, 0:7, 0:6, 0:5, 1:6, 5:0, 6:2, 6:1, 6:3, 5:2, 5:1, 7:0, 7:1, 8:0, 9:0, 9:1, 4:0, 3:0, 4:1, 5:4, 5:3, 4:2, 3:2, 4:3, 2:1, 4:4, 4:5, 3:4, 3:6, 3:5, 3:7, 3:8, 2:7, 1:7, 2:8, 4:9, 3:9, 2:9, 2:5, 1:5, 2:3, 2:4, 1:4, 3:3, 0:4, 0:2, 0:3, 0:0, 1:0, 2:0, 1:1, 1:2, 2:2		dungeon	lostgridsLogic
3149	3	3:8, 4:9, 5:8, 2:9, 1:9, 2:8, 0:8, 1:8, 2:7, 0:7, 1:7, 0:6, 4:7, 3:7, 5:6, 2:6, 1:6, 0:5, 6:9, 6:8, 6:7, 7:7, 7:6, 7:8, 8:7, 5:7, 5:4, 6:3, 6:5, 9:4, 9:8, 8:5, 7:5, 7:9, 8:9, 9:7, 9:6, 9:9, 8:4, 8:3, 7:4, 7:3, 6:2, 7:1, 8:2, 9:2, 9:1, 8:1, 8:0, 7:0, 4:6, 4:5, 3:6, 5:5, 3:5, 2:5, 1:5, 0:4, 0:3, 1:4, 2:4, 3:4, 2:3, 1:3, 2:2, 3:3, 4:3, 4:2, 3:2, 4:1, 5:2, 6:1, 3:1, 2:1, 3:0, 5:1, 4:0, 5:0, 6:0, 0:0, 0:1, 1:1, 1:2, 0:2		dungeon	lostgridsLogic
3150	4	0:2, 1:1, 3:1, 4:2, 2:2, 0:0, 1:0, 2:0, 5:1, 5:0, 6:1, 7:0, 3:3, 1:3, 2:3, 1:4, 3:4, 2:5, 3:5, 0:3, 0:4, 0:5, 4:3, 4:4, 5:3, 5:2, 5:4, 5:5, 6:4, 4:0, 3:0, 2:1, 4:6, 5:6, 4:7, 3:6, 2:6, 3:7, 3:8, 2:7, 1:5, 1:6, 6:7, 7:3, 8:2, 6:2, 7:1, 8:0, 9:0, 9:1, 9:2, 7:2, 9:3, 9:4, 8:4, 7:4, 6:5, 6:6, 7:5, 6:8, 5:9, 6:9, 7:9, 7:8, 8:9, 8:8, 9:9, 9:8, 9:7, 8:7, 8:6, 9:6, 9:5, 8:5, 7:6, 3:9, 2:9, 1:9, 2:8, 0:8, 1:8, 4:8, 0:7, 0:6, 1:7		dungeon	lostgridsLogic
3151	4	0:9, 1:8, 2:8, 3:7, 4:6, 4:8, 8:5, 9:4, 8:3, 3:1, 4:2, 1:6, 2:5, 2:9, 3:9, 0:7, 1:7, 0:5, 1:5, 0:4, 3:5, 3:3, 5:7, 7:4, 9:2, 9:6, 4:9, 5:9, 5:8, 6:9, 2:4, 2:3, 1:4, 3:4, 4:4, 4:3, 5:4, 4:5, 0:3, 0:2, 1:2, 0:1, 2:1, 1:1, 0:0, 1:3, 1:0, 3:0, 4:0, 5:1, 5:2, 6:1, 5:0, 2:0, 6:0, 7:0, 5:5, 5:3, 6:3, 5:6, 6:4, 7:2, 7:1, 8:2, 7:3, 9:1, 8:0, 6:7, 7:5, 6:5, 6:8, 7:9, 8:9, 7:8, 7:7, 6:6, 7:6, 8:6, 8:8, 8:7, 9:7, 9:8		dungeon	lostgridsLogic
3154	3	0:5, 1:6, 0:7, 1:7, 2:7, 2:6, 3:7, 2:5, 1:4, 1:3, 2:4, 3:4, 2:3, 2:2, 3:6, 4:7, 5:7, 4:5, 4:4, 5:5, 5:6, 0:4, 0:3, 0:2, 0:1, 1:1, 0:0, 1:0, 2:0, 3:0, 2:1, 3:1, 3:2, 4:1, 4:0, 5:0, 3:3, 4:3, 5:3, 4:2, 5:2, 5:1, 6:1, 6:0, 7:0, 7:1, 7:2, 6:2, 6:3, 7:3, 5:4, 6:5, 6:4, 7:4, 7:5, 7:6, 7:7, 6:7		dungeon	lostgridsLogic
3166	4	0:1, 1:0, 3:6, 4:7, 8:7, 3:0, 4:0, 5:0, 2:0, 6:0, 4:1, 3:1, 5:1, 5:2, 3:2, 4:3, 2:1, 6:1, 1:1, 1:2, 6:2, 7:1, 8:1, 7:0, 0:3, 0:4, 0:5, 1:4, 3:8, 4:8, 5:8, 2:8, 6:8, 5:7, 5:6, 6:7, 7:7, 6:6, 8:6, 4:5, 4:4, 5:3, 5:5, 6:5, 5:4, 3:3, 7:3, 3:5, 2:5, 2:4, 2:6, 2:3, 2:2, 2:7, 1:6, 0:6, 1:7, 7:6, 8:5, 7:2, 8:2, 8:3, 8:4, 7:4, 7:5, 6:4		dungeon	lostgridsLogic
3167	4	1:5, 4:6, 5:7, 3:7, 4:8, 5:8, 6:8, 3:8, 7:8, 6:7, 6:6, 7:7, 5:5, 2:6, 3:1, 4:1, 5:1, 4:2, 3:0, 2:1, 3:2, 4:0, 5:0, 1:0, 6:0, 8:1, 8:2, 8:3, 8:0, 8:4, 7:0, 7:1, 6:1, 6:2, 5:3, 5:4, 7:3, 6:3, 7:4, 7:5, 8:5, 8:6, 8:7, 8:8, 7:6, 6:5, 4:5, 4:3, 3:3, 2:2, 1:2, 0:1, 6:4, 4:4, 2:3, 3:5, 2:5, 3:6, 3:4, 2:4, 1:3, 0:6, 0:7, 0:3, 1:7, 0:0, 1:1		dungeon	lostgridsLogic
3207	4	0:1, 1:2, 2:6, 3:5, 4:6, 0:3, 3:7, 0:4, 0:5, 0:6, 1:5, 2:7, 4:7, 5:7, 6:7, 7:7, 7:6, 5:6, 5:5, 6:6, 7:5, 2:4, 4:4, 6:4, 6:3, 7:4, 7:2, 5:4, 1:6, 1:4, 1:3, 2:3, 3:4, 6:2, 5:2, 5:1, 5:3, 4:2, 3:2, 4:3, 4:0, 3:0, 4:1, 7:1, 6:1, 7:0, 6:0, 3:3, 2:1, 1:0, 0:0, 2:0, 3:1		dungeon	lostgridsLogic
3208	3	5:5, 6:6, 7:6, 7:5, 6:4, 7:4, 6:7, 4:6, 3:6, 4:7, 4:5, 2:7, 1:7, 2:6, 0:6, 1:6, 0:5, 2:5, 1:5, 0:4, 0:3, 1:4, 3:5, 2:4, 4:4, 3:4, 2:3, 2:2, 1:2, 2:1, 3:2, 3:3, 4:3, 1:3, 0:1, 1:0, 2:0, 3:0, 0:0, 4:0, 4:1, 5:2, 6:2, 5:4, 5:3, 5:7, 5:1, 5:0, 3:1, 6:1, 7:1, 6:0, 7:0, 7:3, 6:3		dungeon	lostgridsLogic
3239	5	2:9, 1:8, 9:8, 8:9, 9:4, 8:2, 7:2, 3:2, 2:2, 1:4, 1:9, 9:9, 7:9, 6:9, 4:9, 3:9, 9:7, 1:7, 1:5, 1:3, 1:2, 9:2, 9:3, 9:5, 6:2, 4:2, 4:3, 6:3, 4:1, 5:2, 6:1, 4:4, 6:4, 3:6, 7:6, 3:7, 4:7, 5:7, 6:7, 7:7, 1:6, 9:6, 8:5, 2:5, 5:4, 4:5, 6:5, 7:5, 3:5, 2:6, 8:6		dungeon	lostgridsLogic
3256	3	1:3, 3:1, 2:3, 3:2, 3:4, 4:3, 4:2, 4:1, 2:4, 1:4, 2:2, 2:1, 1:2, 1:1	AAAABQUBAQIAGAMACQECAwQFCg8SFAQIAQIBAgIBAwIBBAEBBQIDCgIDDwIDFAEDQQEBmJEAAAA=	dungeon	lostgridsLogic
3266	4	10:4, 1:4, 9:4, 4:2, 6:2, 10:3, 0:3, 8:4, 2:4, 3:4, 7:4, 3:3, 4:3, 3:2, 7:3, 6:3, 7:2, 2:3, 8:3, 7:1, 7:0, 3:1, 3:0, 4:1, 4:0, 6:1, 6:0, 8:0, 2:0, 4:4, 6:4, 1:3, 1:2, 9:3, 9:2, 0:0, 10:0, 9:0, 10:1, 10:2, 0:1, 0:2, 1:0, 1:1, 2:1, 9:1, 8:1		dungeon	lostgridsLogic
3267	7	7:2, 5:2, 6:2, 8:2, 9:2, 5:4, 11:4, 10:4, 0:2, 14:0, 9:3, 5:3, 13:3, 2:3, 0:3, 14:3, 11:3, 10:3, 4:3, 3:3, 12:4, 2:4, 9:0, 10:0, 11:0, 12:0, 13:0, 5:0, 4:0, 3:0, 2:0, 1:0, 9:1, 5:1, 4:2, 10:2, 1:2, 1:1, 13:2, 13:1, 12:2, 11:2, 3:2, 2:2, 3:1, 11:1		dungeon	lostgridsLogic
3270	4	0:2, 0:4, 2:4, 4:4, 4:0, 4:2, 2:3, 1:3, 1:2, 2:1, 3:1, 3:2, 3:3, 2:0, 1:1, 0:0		dungeon	lostgridsLogic
3319	5	0:5, 1:6, 0:4, 1:5, 2:6, 5:5, 5:6, 4:6, 3:6, 4:5, 5:4, 6:5, 6:4, 5:3, 4:4, 3:5, 0:0, 1:0, 2:0, 0:1, 1:2, 2:1, 3:0, 4:0, 3:1, 2:2, 1:3, 0:2, 3:2, 4:3, 5:2, 6:1, 6:0, 5:0, 5:1, 4:2, 6:2, 2:3, 3:4, 3:3, 2:5, 1:4	AAAABwcAAwAHCAsVGx4qMAIFCAQLBx4PKgEwBEABAQJQARFFUEBRVAAAAA==	dungeon	lostgridsLogic
